,Datetime,headline,description,article,link,analysis
54,2025-06-20 18:29:00,Market Chatter: SoftBank Founder Pitches $1 Trillion Arizona AI Hub to Taiwan Semiconductor,Taiwan Semiconductor Manufacturing (TSM) could be a partner in SoftBank Group founder Masayoshi Son',,https://finance.yahoo.com/news/market-chatter-softbank-founder-pitches-102919446.html,1. Market Risk 2. Industry Risk 3. Geopolitical Risk
55,2025-06-20 18:03:00,"Masa Son Pitches $1 Trillion US AI Hub to TSMC, Trump Team",(Bloomberg) -- SoftBank Group Corp. founder Masayoshi Son is seeking to team up with Taiwan Semiconductor Manufacturing Co. to realize what could be his biggest bet yet — a trillion-dollar industrial complex in Arizona to build robots and artificial intelligence.Most Read from BloombergSecurity Concerns Hit Some of the World’s ‘Most Livable Cities’One Architect’s Quest to Save Mumbai’s Heritage From DisappearingJFK AirTrain Cuts Fares 50% This Summer to Lure Riders Off RoadsNYC Congestion Toll C,"(Bloomberg) -- SoftBank Group Corp. founder Masayoshi Son is seeking to team up with Taiwan Semiconductor Manufacturing Co. to realize what could be his biggest bet yet — a trillion-dollar industrial complex in Arizona to build robots and artificial intelligence..Most Read from Bloomberg.Security Concerns Hit Some of the World’s ‘Most Livable Cities’.One Architect’s Quest to Save Mumbai’s Heritage From Disappearing.JFK AirTrain Cuts Fares 50% This Summer to Lure Riders Off Roads.NYC Congestion Toll Cuts Manhattan Gridlock by 25%, RPA Reports.Taser-Maker Axon Triggers a NIMBY Backlash in its Hometown.Son envisions a version of the vast manufacturing hub of China’s Shenzhen that would bring back high-tech manufacturing to the US, according to people familiar with the billionaire’s thinking. The park may comprise production lines for AI-powered industrial robots, they said, asking not to be named as the plan remains private..SoftBank officials are keen to have the Taiwanese maker of Nvidia Corp.’s advanced AI chips play a prominent role in the project, although it’s not clear what part Son sees for TSMC, which already plans to invest $165 billion in the US and has started mass production at its first Arizona factory. Nor is it clear that TSMC would be interested. A person familiar with the chipmaker’s thinking said that SoftBank’s project has no bearing on TSMC’s plans in Phoenix..Codenamed “Project Crystal Land,” the Arizona complex represents the 67-year-old SoftBank chief’s most ambitious attempt in a career that’s spanned numerous bet-the-house bids, thousands-fold-returns and billions of dollars in losses. Son, who’s often expressed disappointment in his own legacy, has repeatedly said he means to do everything he can to hurry AI development..SoftBank officials have spoken with federal and state government officials to discuss possible tax breaks for companies building factories or otherwise investing in the industrial park, including talks with US Secretary of Commerce Howard Lutnick, the people said..The Japanese billionaire is also personally sounding out interest among an array of tech companies, they said. The project has been floated to executives at South Korea’s Samsung Electronics Co., they said..Shares of SoftBank rose 2.7% Friday. TSMC’s stock price rose 1.9%, while Samsung’s gained 0.5%..Representatives of SoftBank, TSMC and Samsung declined to comment. A Commerce Department spokesperson did not immediately respond to a request for comment..SoftBank’s attempts to get businesses investing in a US industrial park follow signs that its campaign alongside ChatGPT maker OpenAI to raise hundreds of billions of dollars for US data centers is moving slower than initially expected. Crystal Land would need to address crucial details, such as whether there’s demand and funding on par with its grandiose scale, to become reality.",https://finance.yahoo.com/news/softbank-pitches-1-trillion-us-053937697.html,1. Market Risk 2. Geopolitical Risk 3. Infrastructure Risk 4. Technological Risk 5. Regulatory Risk
56,2025-06-20 18:49:00,"Trending tickers: SoftBank, Pop Mart, Snowflake, Salesforce and Nvidia",The latest investor updates on stocks that are trending on Friday.,"Shares in SoftBank (9984.T) rose in pre-market trading following reports that founder Masayoshi Son is considering launching a $1tn (£741bn) industrial hub in Arizona focused on robotics and artificial intelligence..The ambitious project, dubbed “Project Crystal Land,” would mark one of the largest industrial undertakings in US history, aiming to transform Arizona into a cutting-edge tech manufacturing centre similar to China’s Shenzhen, according to Bloomberg..SoftBank is reportedly in early discussions with Taiwan Semiconductor Manufacturing Company (2330.TW, TSM) about a potential partnership, although the extent of TSMC’s involvement remains unclear. TSMC is already investing up to $165bn in US-based chip plants..Read more: FTSE 100 LIVE: Markets upbeat as UK and EU begin talks on Iran and Trump sets two week deadline.Son is also said to be approaching other major technology players, including Samsung Electronics (005930.KS), as part of a broader push to attract private-sector participation in the venture. Talks with both federal and state officials in the US have included discussions of potential tax incentives designed to draw investment to the region..A $1tn commitment would be double the size of the $500bn “Stargate” initiative — a separate megaproject backed by SoftBank, OpenAI, and Oracle (ORCL) aimed at expanding US data centre capacity to support the next wave of artificial intelligence development..Shares in Pop Mart (9992.HK) fell sharply in Hong Kong trading on Friday after a Chinese state media commentary called for tighter regulation of blind-box toys and trading cards, a move that rattled investors and raised concerns over the company’s lucrative Labubu doll business..The Beijing-based toymaker, which has a market capitalisation of roughly $40bn, saw its shares drop as much as 6% during the session, extending a 5.3% decline on Thursday. The sell-off came despite the fact that the commentary did not mention Pop Mart by name..The warning stoked fears of a regulatory crackdown on the blind-box model, a sales strategy in which consumers purchase toys without knowing which character they will receive. Pop Mart’s success has been built largely on this model, fuelling a frenzy among collectors and driving a nearly 170% rally in its shares so far this year..Stocks: Create your watchlist and portfolio.Much of that surge has been driven by the popularity of the company’s signature Labubu dolls — wide-eyed, toothy monster figurines that have become a cult hit among young Chinese consumers.",https://finance.yahoo.com/news/softbank-pop-mart-snowflake-salesforce-nvidia-trending-tickers-094115098.html,I don't have the news headline and description. Please provide the information so I can classify the risk of the news.
57,2025-06-20 13:36:00,"SoftBank's Son pitches $1 trillion Arizona AI hub, Bloomberg News reports","Son is seeking to team up with Taiwan Semiconductor Manufacturing Co for the project, which is aimed at bringing back high-end tech manufacturing to the U.S. and to create a version of China's vast manufacturing hub of Shenzhen, the report said.  SoftBank officials have spoken with U.S. federal and state government officials to discuss possible tax breaks for companies building factories or otherwise investing in the industrial park, including talks with U.S. Secretary of Commerce Howard Lutnick, the report said.  SoftBank is keen to have TSMC involved in the project, codenamed Project Crystal Land, but it is not clear in what capacity, the report said.","(Reuters) -SoftBank Group founder Masayoshi Son is envisaging setting up a $1 trillion industrial complex in Arizona that will build robots and artificial intelligence, Bloomberg News reported on Friday, citing people familiar with the matter..Son is seeking to team up with Taiwan Semiconductor Manufacturing Co for the project, which is aimed at bringing back high-end tech manufacturing to the U.S. and to create a version of China's vast manufacturing hub of Shenzhen, the report said..SoftBank officials have spoken with U.S. federal and state government officials to discuss possible tax breaks for companies building factories or otherwise investing in the industrial park, including talks with U.S. Secretary of Commerce Howard Lutnick, the report said..SoftBank is keen to have TSMC involved in the project, codenamed Project Crystal Land, but it is not clear in what capacity, the report said. It is also not clear the Taiwanese company would be interested, it said..TSMC is already building chipmaking factories in the U.S. with a planned investment of $165 billion..Son is also sounding out interest among tech companies including Samsung Electronics, the report said..The plans are preliminary and feasibility depends on support from the Trump administration and state officials, it said..A commitment of $1 trillion would be double that of the $500 billion ""Stargate"" project which seeks to build out data centre capacity across the U.S., with funding from SoftBank, OpenAI and Oracle..SoftBank and TSMC declined to comment. The White House and U.S. Department of Commerce did not immediately respond to requests for comment..The proposed scheme follows a series of big investment announcements SoftBank has made this year..In March it announced it would acquire U.S. semiconductor design company Ampere for $6.5 billion and in April said it would underwrite up to $40 billion of new investment in OpenAI, of which up to $10 billion would be syndicated to other investors..This week SoftBank raised $4.8 billion from a sale of shares in T-Mobile..(Reporting by Anusha Shah in Bengaluru, and Anton Bridge and Sam Nussey in Tokyo; Editing by Janane Venkatraman and Muralikumar Anantharaman)",https://finance.yahoo.com/news/softbanks-son-pitches-1-trillion-053605238.html,1. Market Risk 2. Regulatory Risk 3. Industry Risk 4. Partnership Risk 5. Geopolitical Risk
58,2025-06-20 02:00:00,15 AI stocks to watch outside of the Magnificent 7,"Some investors may be wondering if they missed out on Nvidia's (NVDA) artificial intelligence (AI) run. Futurum CEO Daniel Newman joins Morning Brief to highlight 15 alternative AI plays, including Broadcom (AVGO), Palantir (PLTR), and Oracle (ORCL), that could benefit from the next wave of custom chip demand. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.","Some investors may be wondering if they missed out on Nvidia's (NVDA) artificial intelligence (AI) run..Futurum CEO Daniel Newman joins Morning Brief to highlight 15 alternative AI plays, including Broadcom (AVGO), Palantir (PLTR), and Oracle (ORCL), that could benefit from the next wave of custom chip demand..To watch more expert insights and analysis on the latest market action, check out more Morning Brief here..According to the Bank of America Global Fund Manager survey, Long Mag 7 is one of the most crowded trades on Wall Street. But, my next guest has some alternative ways to play artificial intelligence. I'm going to bring in Dan Newman who is the Futurum CEO. Great to have you here back in studio with us. .Hey Brad, good to see you. .So, let's talk about this because a lot of people have already piled into Mag 7, but you believe that there are other places that are non Mag 7 that they could find some exposure to generative AI and this broader kind of thesis that's driven the market for the past two years. .Yeah, I mean there's been nothing that has, you know, deemed more attention than AI. You've seen just the news in the last couple of days, whether it's Microsoft wanting to, or sorry, meta offering hundreds of millions of dollars to potential researchers to join their AI talent team. Or, you know, you saw Marvell came out yesterday with the custom AI Silicon roadmap and their stock is popping, we'll probably talk a little bit about that. Um, but you're seeing it really across the board. And then of course so many people have kind of felt like, well, did I miss Nvidia? And so the the question I get asked most by, you know, by clients, by the by retail investors and why we basically launched the Futurum AI 15, which is the extended list beyond is what else is out there besides maybe Nvidia, Microsoft, and meta? What are the plays, you know? And so, you hear about kind of what are the difference difference makers? So for instance, uh, companies like Avago, you know, Broadcom. Um, you know there's a $500 billion TAM, we believe, in the next four years for custom AI Silicon. .Yeah. .Um, Nvidia's going to get a lot of that, you know, Nvidia gets 92% of that market right now, we believe. Right. But they're not going to keep 92% in our opinion. They're probably going to fall to maybe 80%, 70%. So it still means Nvidia, by the way, can triple to $300 billion. There's going to be $100 billion that's going to go into custom. And so we have Avago, for instance, at as our number two name to play, because that $100 billion opportunity, that sits with the Google custom chips they're doing, sits with custom chips that companies like Open AI are planning to do. So that's one of the plays. Of course, you're seeing, uh, Brad, TSMC. TSMC, you know, people think about it as a foundry, and of course, it's a very big name and there's a lot of dollars invested in it right now, but people don't always make that connection that whether it's Nvidia making chips, meta making chips, Microsoft, and Amazon doing their custom chips, all of them are dependent right now on TSMC. And as much as I think the US needs a strong Intel, we aren't there yet. So, right now, TSMC has all the pricing power. So it sits at the very top of our list. And then there's some eclectic names, I'll pause here, but basically there's eclectic names like Oracle, that we put on there. You saw what a pop they've gotten, but they've absolutely nailed this AI transformation and they're in a perfect position. And just yesterday, XAI and Oracle made a big announcement together that they're going to be using X Oracle's infrastructure to train XAI models. .Right. ",https://finance.yahoo.com/video/15-ai-stocks-watch-outside-170037221.html,"Market Risk,  Financial Risk,  Technological Risk."
59,2025-06-20 00:33:00,Billionaire Stanley Druckenmiller Made a Huge Mistake With Nvidia,"Druckenmiller dumped all of his Nvidia shares last year and expressed regret afterward.  Stanley Druckenmiller has shown he's a firm believer in the future of artificial intelligence (AI), as he's invested in several companies leading in this industry.  The stock trades for 237x forward earnings estimates today, prompting some to say it's gotten too expensive and may be set for declines.","Druckenmiller dumped all of his Nvidia shares last year and expressed regret afterward..He recently increased his position in another AI giant by more than 400%..10 stocks we like better than Taiwan Semiconductor Manufacturing ›.Stanley Druckenmiller has shown he's a firm believer in the future of artificial intelligence (AI), as he's invested in several companies leading in this industry. Certain AI companies remain in his portfolio -- like Amazon -- but he's recently exited others..He sold two of 2024's biggest AI winners, Nvidia (NASDAQ: NVDA) and Palantir Technologies. He closed out his position in the former in the third quarter of last year and sold all of the latter in the first quarter of this year..Investors don't know the exact reason for the Palantir cut, though it's reasonable to guess valuation may have had something to do with it. The stock trades for 237x forward earnings estimates today, prompting some to say it's gotten too expensive and may be set for declines. Druckenmiller clearly cares about this element because he's said Nvidia's high valuation pushed him toward the exit door..Even though Nvidia's valuation has indeed climbed, this billionaire said selling Nvidia was a mistake. ""I'm licking my wounds from a bad sale,"" he told Bloomberg in an interview last year, and suggested he would consider buying the stock again at the right price..Druckenmiller hasn't done that yet -- but it's something to watch for in coming quarters as Nvidia's valuation has come down quite a bit over the past several months. Meanwhile, this top investor just made a huge move on another AI stock that has a close relationship with Nvidia. Here's a closer look..First, it's worth keeping your eye on Druckenmiller's moves as he has a strong track record of successful stock picking. This dates back to his 30 years of delivering a 30% average annual return -- and never posting a money-losing year -- as head of Duquesne Capital Management. Now he's leading the Duquesne family office and oversees $3 billion, and his moves could offer investors some inspiration when they go shopping for stocks..What sort of big AI move did Druckenmiller make in the first quarter? He increased his holding of Taiwan Semiconductor Manufacturing (NYSE: TSM) by 457% to 598,780 shares..TSMC is the company that brings some of today's most sought-after products to life: AI chips. Nvidia and Advanced Micro Devices, two AI chip giants, design their chips but don't manufacture them. They and many other companies turn to TSMC for this.",https://finance.yahoo.com/news/billionaire-stanley-druckenmiller-made-huge-163300961.html,1. Market Risk 2. Investment Risk 3. Valuation Risk 4. Sentiment Risk
60,2025-06-19 20:00:00,Should You Forget Apple and Buy 2 Artificial Intelligence (AI) Stocks Instead?,"Apple is falling behind in the artificial intelligence field, and the business is growing slowly.  ASML and Taiwan Semiconductor can benefit from increased spending on AI computer chips.  Both semiconductor-related companies are projected to grow faster than Apple this year.","Apple is falling behind in the artificial intelligence field, and the business is growing slowly..ASML and Taiwan Semiconductor can benefit from increased spending on AI computer chips..Both semiconductor-related companies are projected to grow faster than Apple this year..10 stocks we like better than ASML ›.Apple (NASDAQ: AAPL) has been a huge winner in the smartphone era, which it pioneered with the iPhone. Now, it looks to be at risk of falling behind in the age of artificial intelligence (AI), cloud computing, and mixed reality. The tech giant failed with the launch of its Vision Pro product and has struggled to release any products related to consumer AI while the competition pushes ahead aggressively..It is time to forget Apple stock. Here's why you should buy two AI beneficiaries, Taiwan Semiconductor Manufacturing (NYSE: TSM) and ASML (NASDAQ: ASML), for your portfolio instead..Revenue growth has been stagnant at Apple for many years now. The iPhone is maturing, and while it is still a great product, there are only so many dollars floating around the world that can be dedicated to buying a smartphone. In the last decade it has released some successful ancillary products such as the Apple Watch and Air Pods, but these are not large enough to move the needle for a company with a market capitalization of $3 trillion..Management claims the company has not been resting on its laurels, but the results so far have been underwhelming. The iPhone is increasingly similar with each yearly update, minimal AI features have been added to its branded ""Apple Intelligence"" products, and the Vision Pro virtual reality headset was a flop. Other big technology companies such as Alphabet, Amazon, and Meta Platforms are pushing ahead with these cutting-edge technologies, leaving Apple in the dust..Unsurprisingly, Apple's revenue growth has slowed down quite a bit as a result. This year, analysts project just 4% revenue growth for the technology giant, which will mostly come from software and services revenue. The stock trades at an expensive price-to-earnings ratio (P/E) of 31 even though it is barely growing anymore. This leaves much to be desired with the stock's valuation. There is not much upside to owning Apple stock today versus other fast-growing technology players around the world..Speaking of fast-growing technology companies, we have ASML and Taiwan Semiconductor Manufacturing (TSMC, for short). These are two players in the computer chip and semiconductor supply chains -- suppliers to Apple, it should be noted -- that are benefiting immensely from the rising spend on AI.",https://finance.yahoo.com/news/forget-apple-buy-2-artificial-120000731.html,Market Risk Industry Risk Company Risk Regulatory Risk No Credit Risk No Liquidity Risk No Operational Risk No Reputation Risk
61,2025-06-19 17:15:00,3 Best Artificial Intelligence Stocks to Buy in June,"Nvidia is a key supplier in the AI arms race.  Meta Platforms' stock is only valued for its legacy ad business.  Artificial intelligence (AI) stocks have been the must-own stocks over the past few years, but we're still a long way away from full AI deployment, so many AI stocks are still worth buying, even at their current levels.","Nvidia is a key supplier in the AI arms race..Nearly all companies source high-tech chips from Taiwan Semiconductor..Meta Platforms' stock is only valued for its legacy ad business..10 stocks we like better than Nvidia ›.Artificial intelligence (AI) stocks have been the must-own stocks over the past few years, but we're still a long way away from full AI deployment, so many AI stocks are still worth buying, even at their current levels..At the top of my shopping list are Nvidia (NASDAQ: NVDA), Taiwan Semiconductor Manufacturing (NYSE: TSM), and Meta Platforms (NASDAQ: META). These three each tackle AI in their own way and could be excellent long-term investments..Nvidia makes graphics processing units (GPUs), which are widely deployed to train and run AI workloads. Its market share dominance in this industry is impressive, with most estimates pegging it at around 90%. Due to unprecedented AI demand, the GPU market has grown massively, and Nvidia's growth has been nothing short of jaw-dropping..Nvidia put up impressive growth figures over the past few years, and although the growth rate is ""slowing,"" it's hard to say that seriously when Nvidia grew revenue 69% year over year to $44 billion in Q1. It also projects it to grow by 50% in Q2, underscoring its strength..As long as there's huge AI demand, Nvidia will be a successful investment. Even with shares trading at 33 times forward earnings, it's about in line with other big tech stocks. However, Nvidia's growth and potential are far greater than many of its big tech peers, which makes it a solid stock to scoop up in June..Taiwan Semiconductor is a huge beneficiary of the massive demand that Nvidia experienced. Nvidia doesn't have the ability to produce its own chips, so it outsources that work to Taiwan Semiconductor. Nvidia isn't the only company that does this; nearly every big tech company that makes hardware uses chips from Taiwan Semiconductor's factories. This allows Taiwan Semi to stay neutral in the AI arms race, while benefiting from the massive spending..Investing in TSMC isn't picking a winner in the AI arms race; it's a bet that there will be increased AI spending in the future. That seems like a surefire take, so the stock will stay at the top of my buy list for the foreseeable future..Another reason I'm a Taiwan Semi bull is its stock price. Despite benefiting from multiple tailwinds, its stock hasn't achieved a premium valuation. It trades at 22.9 times forward earnings -- the same as the broader market, as measured by the S&P 500.",https://finance.yahoo.com/news/3-best-artificial-intelligence-stocks-091500328.html,Market Volatility Risk  Industry Disruption Risk
62,2025-06-19 16:35:00,"2 Artificial Intelligence (AI) Stocks Built for Long-Term Wealth, Buffett Style","Alphabet is trading at a discount even as it continues to deliver steady growth.  TSMC's competitive advantages appear to be getting stronger from AI.  Artificial intelligence (AI) stocks might be the big thing on Wall Street, with rising valuations and trending tickers.","Some AI stocks are surprisingly cheap considering the growth potential of the technology..Alphabet is trading at a discount even as it continues to deliver steady growth..TSMC's competitive advantages appear to be getting stronger from AI..10 stocks we like better than Taiwan Semiconductor Manufacturing ›.Artificial intelligence (AI) stocks might be the big thing on Wall Street, with rising valuations and trending tickers. But that doesn't mean there aren't good values to be found. While there are some fears that a bubble will form in AI, many of the big tech stocks leading the charge look downright undervalued. In fact, some of them even fall into the classic Warren Buffett model of value investing..Buffett is known for avoiding tech stocks for most of his career, but there are some AI-related tech stocks that even a value investor like him could get behind. Keep reading for details about two of them..OpenAI may be the most buzzworthy AI company, but there's no question that Alphabet (NASDAQ: GOOG) (NASDAQ: GOOGL) is a leader in AI. The company has been at the forefront of artificial intelligence for at least a decade, acquiring the AI research lab DeepMind in 2014, and launching Google Brain, which merged with DeepMind in 2023, before that..The company has made AI a stated priority for at least eight years, and it's kept pace with advances in generative AI with Google Gemini, its AI model, and its AI assistant that is readily available on Google Search..In addition to the company's prowess in AI technology, the stock's valuation is also attractive at a price-to-earnings ratio of just 20, meaning it trades at more than a 20% discount to the S&P 500..Investors seem to be wary of the stock because of pressure on the regulatory front and concerns that generative AI chatbots pose a threat to the dominance of Google Search..The regulatory concerns might seem valid after the company was found in court to have a monopoly in both search and ad tech, and the company is now awaiting a decision on ""remedies"" for the search business, while its remedies trial for ad tech is set for September. Alphabet could receive a fine or be forced to divest part of its business, but at the current valuation, any risk looks sufficiently priced in..It's true that AI chatbots like ChatGPT and Perplexity pose a threat to Google Search, but thus far, Google has held its own, continuing to grow..In fact, growth in the business has been steady, and Google Cloud has also turned profitable. Overall, its competitive advantages remain intact, and its valuation is attractive. It looks like a classic Buffett stock set to deliver growth over the long term.",https://finance.yahoo.com/news/2-artificial-intelligence-ai-stocks-083500853.html,- Market Risk - Valuation Risk
63,2025-06-19 15:55:00,"5 Growth Stocks to Invest $1,000 in Right Now","Nvidia and Taiwan Semiconductor Manufacturing are two of the best ways to play the AI infrastructure buildout.  Eli Lilly has benefited from the GLP-1 weight-loss drug craze, and its newest drug candidate may be its next big growth driver.  While there is still some uncertainty in the market related to tariffs, the U.S. economy, and a new conflict in the Middle East, now can still be a good time to invest in growth stocks.","Nvidia and Taiwan Semiconductor Manufacturing are two of the best ways to play the AI infrastructure buildout..Eli Lilly has benefited from the GLP-1 weight-loss drug craze, and its newest drug candidate may be its next big growth driver..The acquisition of Rhode could be a game-changer for e.l.f. Beauty..10 stocks we like better than Nvidia ›.While there is still some uncertainty in the market related to tariffs, the U.S. economy, and a new conflict in the Middle East, now can still be a good time to invest in growth stocks. Investors just need to take a more cautious approach by investing smaller amounts, say $1,000, and then look to add to their positions later if the stocks dip in price..Let's look at five growth stocks investors might want to begin accumulating shares in right now with a $1,000 initial investment..Nvidia (NASDAQ: NVDA) remains the clear leader in powering the artificial intelligence (AI) infrastructure buildout. With its powerful parallel processing capabilities, Nvidia's graphic processing units (GPUs) have become the main chips used to run AI workloads. Nvidia's real moat isn't its powerful chips, however -- it's CUDA, its proprietary software platform that developers have been trained on for nearly two decades. Over time, Nvidia layered on CUDA X, a collection of AI tools and libraries that make its chips even more efficient for AI tasks..This combination of dominant hardware and sticky software helped Nvidia capture over 90% of the GPU market in the first quarter. As AI demand surged, Nvidia's data center revenue exploded, growing more than 9x in two years. That momentum shows no signs of slowing. Nvidia's new Blackwell chips are ramping faster than any product in the company's history, and demand for its full-stack AI ""factories"" continues to accelerate. In addition, it's gaining traction with automakers, offering a second potential growth engine..While a slowdown in data center spending is a risk, Nvidia remains the best way to invest in the AI infrastructure buildout..Taiwan Semiconductor Manufacturing (NYSE: TSM), more commonly known as TSMC, has quietly become one of the most important companies in the world. As the go-to manufacturer for advanced AI chips, it's playing a critical role in the AI infrastructure buildout. While Nvidia designs chips, TSMC is the one actually making them, and few other companies have its capabilities in this area..TSMC's chip manufacturing expertise is paying off. Efficiently making advanced semiconductors at scale is a difficult business that requires not only manufacturing expertise but also technological know-how. Chips for high-performance computing now make up nearly 60% of TSMC's business, and demand remains strong.",https://finance.yahoo.com/news/5-growth-stocks-invest-1-075500706.html,- Market Uncertainty - Economic Risk - Political Risk - Business Risk
64,2025-06-19 15:40:00,"Got $5,000? 3 Tech Stocks to Buy and Hold for the Long Term.","Taiwan Semiconductor Manufacturing has 67% of the third-party semiconductor manufacturing market.  Alphabet has the leading online search engine, mobile operating system, and browser.  IonQ is making exciting progress in quantum computing.","Taiwan Semiconductor Manufacturing has 67% of the third-party semiconductor manufacturing market..Alphabet has the leading online search engine, mobile operating system, and browser..IonQ is making exciting progress in quantum computing..10 stocks we like better than Taiwan Semiconductor Manufacturing ›.If you're looking for growth stocks, the tech sector is hard to beat. While the S&P 500 index is up 97% over the last five years, the tech-heavy Nasdaq-100 has gained 133%. And there are plenty of tech companies that have done even better than that..If you have $5,000 you're ready to invest now, you could open solid starting positions in Taiwan Semiconductor Manufacturing (NYSE: TSM), Alphabet (NASDAQ: GOOG)(NASDAQ: GOOGL), and IonQ (NYSE: IONQ)..Let's take a look at each of these tech leaders to see what makes them stand out..Artificial intelligence (AI) is arguably the biggest recent development in the tech sector. Taiwan Semiconductor Manufacturing, or TSMC for short, is the main third-party manufacturer of semiconductors (chips) worldwide, and it produces an outsized share of the cutting-edge AI processors that are in high demand..TSMC's share of the global semiconductor market grew from 58% in the second quarter of 2023 to 67% by the end of last year, according to research firm Counterpoint. Second-place foundry services provider Samsung had just 11%..TSMC makes chips designed by many top tech companies, including Apple, Nvidia, Broadcom, and Advanced Micro Devices. Their partnerships with TSMC are crucial to their operations..Surging demand for chips made using the most advanced process nodes has been good for TSMC's bottom line. It reported net income of $11.0 billion in the first quarter of 2025, a 60% year-over-year increase. But what makes it attractive as an investment is that shares are still trading at reasonable valuations, especially compared to other AI stocks. As you can see in the chart below, TSMC is currently much cheaper than companies like Broadcom and Nvidia, based on forward P/E ratio..TSM PE Ratio (Forward) data by YCharts..Alphabet is best known for owning Google, which captures about 90% of the online search market. That's just one of its many widely used products and services, however. Others include Google Maps and Waze, the Pixel line of smartphones, Android (the top mobile operating system by market share), and Chrome (the most-used browser)..The most exciting part for growth-focused investors is Alphabet's developments in AI. The company's AI assistant, Google Gemini, is getting positive feedback from users and is currently third in market share. It's still far behind OpenAI's ChatGPT, but given how successful Alphabet has been in dominating other markets, I expect it to capture a much larger slice of the AI space.",https://finance.yahoo.com/news/got-5-000-3-tech-074000906.html,Market Risk  Systemic Risk  Industry Risk  Company-Specific Risk
65,2025-06-19 03:48:00,"Buy Nvidia, AMD Supplier Micron Stock Down 20% for AI Growth","Micron is a compelling long-term AI investment because it's a leader in high-bandwidth memory chips, trading 20% below its highs and it offers enticing value even though it crushed Tech the last 20 years.","Micron Technology, Inc. MU stock has soared 90% since early April and 45% in 2025, retaking critical technical levels in the process..Despite the rally, the semiconductor stock trades 20% below its June 2024 highs because its earnings outlook faded within the historically cyclical memory segment. .Now looks like a wonderful opportunity to buy Micron for long-term artificial intelligence upside before its Q3 FY25 release on June 25..Micron is a compelling long-term AI investment because it is a leader in high-bandwidth memory chips that are critical for AI workloads. MU works directly with AI chip powerhouse Nvidia and its closest rival, AMD..Micron’s earnings and revenue growth outlook is staggering in FY25 and FY26. It also trades at a huge discount to Tech, though its stock has outpaced the sector for the last 20 years. .Micron makes DRAM and NAND memory and storage chips that are critical components within devices from smartphones to AI data centers. Its growth and innovations in a key segment of the semiconductor industry helped MU stock climb roughly 1,100% in the past 20 years to crush the Zacks Tech sector’s 770%..The company works closely with Nvidia, and it is expanding its manufacturing footprint in the U.S. as part of the larger reshoring boom. Micron is a vertically integrated semiconductor company. This means it designs, manufactures, and tests most of its chips in-house, unlike fabless companies such as Nvidia that outsource manufacturing to foundries like TSMC..Speaking of, Micron announced on June 12 that it is expanding its U.S. investments to $200 billion, including $150 billion for memory chip manufacturing and $50 billion for R&D, to boost domestic semiconductor production. .Micron, boosted by help from the U.S. government, aims to produce 40% of its DRAM in the U.S. On top of that, the “co-location of these two Idaho fabs with Micron’s Idaho R&D operations will drive economies of scale and faster time to market for leading-edge products.”.Image Source: Zacks Investment Research.MU’s memory segment has been one of the most boom-and-bust parts of the historically cyclical semiconductor industry. Micron’s revenue has fluctuated alongside consumer spending and production cycles across smartphones, PCs, laptops, vehicles, and more..The rise of data centers and, most recently, artificial intelligence, could see Micron become a bit more decoupled from those business cycles..The company’s advanced high-bandwidth memory (HBM) technologies are critical to AI because they provide the high bandwidth and large memory capacity needed to quickly move massive data sets for training and running complex AI models. ",https://finance.yahoo.com/news/buy-nvidia-amd-supplier-micron-194800256.html,Market Volatility Risk  Economic Risk  Company Performance Risk  Investment Risk  Market Sentiment Risk
