Datetime,headline,description,article,link
2025-06-24 01:27:00,"MicroStrategy Stock Trades 32% Below 52-Week High: Buy, Sell or Hold?","MSTR's prospects are fueled by Bitcoin gains and rising subscriptions, but a premium valuation makes the stock risky.","MicroStrategy MSTR, doing business as “Strategy,” shares closed at $369.70 on Friday, 32% below the 52-week high of $543 it hit on Nov. 21, 2024. Strategy shares have appreciated 27.6% year to date (YTD), while the Zacks Computer - Software industry and Zacks Computer and Technology sector have returned 10.4% and 0.9%, respectively.Strategy is the world’s largest bitcoin treasury company, holding 592,100 bitcoins as of June 15, 2025. In early June, Strategy acquired 10,100 bitcoins for $1.05 billion. MARA Holdings MARA, Riot Platform RIOT and Tesla TSLA are other well-known companies that hold bitcoins in their respective balance sheets. As of March 31, MARA Holdings and Riot Platforms had 47,531 and 19,223 bitcoins, respectively, while Tesla had 11,509 bitcoins at the end of the first quarter of 2025.Strategy shares have outperformed MARA Holdings, Riot Platform and Tesla, shares of which have dropped 14.6%, 6.4% and 20.3%, YTD..Image Source: Zacks Investment Research. .MSTR stock is currently trading above the 200-day moving average, indicating a bullish trend..Image Source: Zacks Investment Research.Strategy benefits from the Trump administration’s announcement of the establishment of a strategic bitcoin reserve. Bitcoin, the most popular cryptocurrency, has been soaring due to increasing acceptance as a non-sovereign asset, as well as higher institutional and corporate adoption. However, bitcoin’s volatility is a headwind for MSTR. Bitcoin is now trading above $101K, much lower than the $111K it registered in May.MSTR benefits from increasing bitcoin yield, 13.7% year to date (as of April 28, 2025), keeping the company on track to reach full year target of 15%, which is now raised to 25% and bitcoin dollar gain target to $15 billion (up from initial target of $10 billion). Bitcoin gains in dollar terms were $4.1 billion in the first quarter of 2025 and $5.8 billion as of April 28, 2025. The company’s disciplined approach to capital raising through preferred equity offerings — Strike (8% convertible preferred is trading with an effective yield of roughly 9%) and Strife (10% fixed coupon perpetual preferred) — is a key catalyst. As of April 28, 2025, MSTR raised $6.6 billion through equity offerings and $3.4 billion through fixed income ($2 billion from convertible notes, $0.7 billion each through Strike and Strife).Strategy has issued $20.9 billion in equities and $6.4 billion in fixed income securities as part of its 21/21 plan since Oct. 30, 2024. The company has $14.6 million remaining under fixed income securities and $0.1 million under equities as part of the existing plan. Strategy currently plans to raise $42 billion through equity issuance and $42 billion through fixed income securities by the end of 2027. Under the current plan, the company has $21.1 billion in equity and $35.6 billion in fixed income securities remaining to be issued.",https://finance.yahoo.com/news/microstrategy-stock-trades-32-below-162700994.html
2025-06-24 00:25:00,Tesla finally began a limited version of long-promised robotaxi service. But there were some bumps,Tesla’s long-promised robotaxi service began in Austin Texas for a select group of the company’s fans.,"Tesla’s much-publicized robotaxi service began this weekend — but only in one neighborhood in Austin, Texas, only for a select group of the company’s fans and only with a Tesla employee in the front passenger seat..It was a far more modest rollout for robotaxis than Tesla CEO Elon Musk had promised. While other companies have already achieved and surpassed this initial test, Tesla fans still cheered the unassuming launch as a game-changing first step..Musk has promised since 2019 that Tesla was on the verge of providing a wide-ranging ride-hailing service that would change the basic way riders get around, including the promise that Tesla owners would profit from renting their cars to the service. Last fall, Musk debuted a prototype for a “Cybercab” without a steering wheel or pedals, and he said the service would greatly change the financial outlook for Tesla, making it the most valuable company on the planet..But the start of the Tesla service Sunday was only a fraction of any of that. A small number of company-owned cars were used and they were existing Model Y vehicles — not Cybercabs, which are not yet allowed on roads, let alone produced on a mass scale. It was not even the most extensive robotaxi service in Austin — a joint effort between Uber and Waymo, the self-driving car unit of Google parent Alphabet, has been up and running in Austin since March..But the Austin test pressed on regardless..The rides were made available to a select group of Tesla fans, according to Dan Ives, a tech analyst with Wedbush Securities and an effusive Tesla bull, and Joey Klender, who writes for the site Teslarati.com. Klender and a member of Ives’ team took multiple rides in a Tesla Model Y robotaxi on Sunday..Ives’ note to clients, which cited how a Tesla “safety monitor” sat in the front passenger seat while no person was in the driver’s seat, praised the quality of the rides taken by his team member..“We took a route through a park with dirt roads and traffic cones, yet the car was able to navigate perfectly and picked us up right at our exact location,” Ives said in the note. “To really put it into perspective, there was a moment where we drove up a narrow road going up a hill with cars parked on both sides with oncoming traffic and people opening their car doors into the road and the Robotaxi masterfully maneuvered.”.But it was not all smooth sailing, with multiple videos showing the car making mistakes. In one YouTube video, the robotaxi drove on the wrong side of the road after it attempted and abandoned a left turn, only to continue traveling down the street on the opposite side of a double yellow line before making the left turn on the following block. Fortunately, there were no vehicles driving on the other side of the road.",https://finance.yahoo.com/news/tesla-finally-began-limited-version-162518514.html
2025-06-24 00:11:00,"Tesla seeks to keep Texas robotaxi data under wraps, regulator says","WASHINGTON (Reuters) -Tesla told U.S. regulators that its answers to questions on the safety of its robotaxi deployment in Texas are confidential business information and should not be made public, according to a letter released on Monday.  On Friday, the National Highway Traffic Safety Administration said it was reviewing answers given in response to the agency's questions about the safety of its self-driving robotaxi in poor weather among numerous issues.  The agency said on Monday that Tesla was invoking a federal law that ""restricts NHTSA’s ability to publicly release what the companies label as confidential.""","By David Shepardson.WASHINGTON (Reuters) -Tesla told U.S. regulators that its answers to questions on the safety of its robotaxi deployment in Texas are confidential business information and should not be made public, according to a letter released on Monday..On Friday, the National Highway Traffic Safety Administration said it was reviewing answers given in response to the agency's questions about the safety of its self-driving robotaxi in poor weather among numerous issues..The agency said on Monday that Tesla was invoking a federal law that ""restricts NHTSA’s ability to publicly release what the companies label as confidential."" The agency added that ""following an assessment of these responses and other relevant information, NHTSA will take any necessary actions to protect road safety."".NHTSA has been investigating since October collisions of Tesla vehicles using Full Self-Driving software under conditions of reduced visibility. The probe covers 2.4 million Tesla vehicles equipped with FSD technology after four reported collisions, including a 2023 fatal crash..NHTSA noted on Monday that ""the agency’s investigation into Tesla’s FSD-Supervised/Beta remains open."".Tesla said the information it submitted to NHTSA is commercially valuable because competitors could use it to improve their own advanced driver assistance and automated driving systems..""Nefarious actors could also use the marked information to smear Tesla's brand for the sake of notoriety,"" Tesla regulatory senior counsel Casey Blaine wrote in the letter to the NHTSA. ""Absent public disclosure, access to the marked information and all of the knowledge gained from it would require significant expenditure of time and resources and very intimate knowledge about Tesla."".On Sunday, Tesla deployed a small group of self-driving taxis picking up paying passengers in Austin, Texas, with CEO Elon Musk announcing what he called the robotaxi launch and social-media influencers posting videos of their first rides..The event marked the first time Tesla cars without human drivers have carried paying riders, a business that Musk sees as crucial to the EV maker's financial future..Tesla shares were up 8% at $347.80 on Monday afternoon..(Reporting by David Shepardson in Washington; Editing by Matthew Lewis)",https://finance.yahoo.com/news/tesla-wants-us-withhold-answers-161117540.html
2025-06-23 23:53:00,"Top Stock Movers Now: Tesla, Hims & Hers, Wolfspeed, and More",U.S. equities were higher at midday as concerns oil prices would spike because of the U.S. attack on Iran diminished.,"CFOTO / Future Publishing via Getty Images.U.S. equities were higher at midday as concerns oil prices would spike because of the U.S. attack on Iran diminished..Northern Trust was reportedly approached by Bank of New York Mellon about a merger..Novo Nordisk ended an agreement with Hims & Hers that had allowed the telehealth firm to offer the Wegovy weight-loss drug to its customers...U.S. equities advanced at midday as oil prices declined on doubts the weekend U.S. military strikes against Iran and possible retaliation from Iran would disrupt supplies. The Dow Jones Industrial Average, S&P 500, and Nasdaq all gained..Tesla (TSLA) was the best-performing stock in the S&P 500 when CEO Elon Musk said the launch of the electric vehicle (EV) maker's robotaxi in Austin, Texas, was a success..Northern Trust (NTRS) shares jumped on a report the bank was approached by Bank of New York Mellon (BK), or BNY, about a possible merger. BNY shares fell..Shares of fintech firm Fiserv (FI) rose on a plan for a new stablecoin..U.S.-listed shares of Novo Nordisk (NVO) dropped when the drugmaker's new experimental obesity drug wasn't as effective in reducing weight as hoped. Meantime, Novo Nordisk ended its agreement with Hims & Hers Health (HIMS) allowing it to offer Wegovy to customers, sending shares of the telehealth firm plunging..Shares of struggling silicon carbide chipmaker Wolfspeed (WOLF) cratered when the company announced it had filed for Chapter 11 bankruptcy as it moved to restructure its debt with key lenders..Gold futures rose. The yield on the 10-year Treasury note slid. The U.S. dollar was up on the yen but lost ground to the euro and pound. Most major cryptocurrencies traded higher..TradingView.Read the original article on Investopedia",https://finance.yahoo.com/news/top-stock-movers-now-tesla-155347087.html
2025-06-23 23:53:00,Tesla Rolls Out Robotaxi in Austin to Handful of Users,"Tesla Inc. rolled out its long-awaited robotaxi service to a handful of users following almost a decade of hype from Elon Musk, kicking off a precarious new era for the carmaker. Some online influencers were invited to take a ride. A human ""safety monitor"" rode in the front passenger seat.","Tesla Inc. rolled out its long-awaited robotaxi service to a handful of users following almost a decade of hype from Elon Musk, kicking off a precarious new era for the carmaker. Some online influencers were invited to take a ride. A human ""safety monitor"" rode in the front passenger seat.",https://finance.yahoo.com/video/tesla-rolls-robotaxi-austin-handful-155307855.html
2025-06-23 23:43:00,"Tesla's Robotaxi Debuts in Pivotal Moment, Shares Spike","While still in its infancy with a limited, invite-only launch in Austin, the Tesla robotaxi service debut marks a pivotal moment for the company.","Tesla (TSLA) shares are breaking out today after the world’s leadingelectric vehicle manufacturer finally launched its long-awaited and often delayed robotaxi service in Austin, Texas. TSLA shares are breaking out above multi-week highs and are up more than 6% in early trading as volume turnover is swelling and tracking to levels of more than 60% above the 50-day average volume..Image Source: TradingView.Silicon Valley legends like Tesla CEO Elon Musk didn’t get to where they are without massive risk-taking and a ‘move fast, break things’ approach. For instance, after Elon Musk scored his first $175 million fortune with the successful sale of PayPal (PYPL) to eBay (EBAY), he immediately began deploying most (but not all) of his capital to his new endeavors – SpaceX and Tesla. However, when the 2008 Global Financial Crisis hit, Musk was forced to risk all of his capital (and actually had to borrow money) to survive. The bet paid off, and the rest is history – Musk became the wealthiest person on Earth..Whether it’s X.com (formally Twitter) or SpaceX, Musk prefers to move at lightning speed and fix mistakes later. Nevertheless, Musk is wisely taking a measured approach with the robotaxi debut since the stakes are high. With global car sales slumping and Musk’s recent political, reputational damage, Tesla’s robotaxi service must move forward without a hitch. As a result, Tesla is debuting the robotaxi in a geo-fenced-in zone, charging a low fee of $4.20, and has a safety rider in the front passenger seat to ensure the debut goes smoothly. Thus far, investors are cheering the measured side of Elon Musk..The robotaxi launch is invite-only and includes social media personalities and investors. Tesla is using modified Model Y vehicles (the best-selling car currently) with updated software instead of the futuristic Cybercab concept Musk initially pitched. The move to use Model Ys was likely to avoid falling further behind Alphabet’s (GOOGL) rapidly expanding ‘Waymo’ robotaxi service. With Waymo already operating in Austin, investors will be watching to see which service clients choose once Tesla opens up its robotaxi service to the public..Between Musk’s controversies and slowing sales, TSLA still has its fair share of skeptics. For example, prominent short seller Jim Chanos is bearish on the company, citing valuation concerns and competition. However, these skeptics will likely have to eat their words if Musk and his Tesla team can scale its robotaxi service into 2026.",https://finance.yahoo.com/news/teslas-robotaxi-debuts-pivotal-moment-154300477.html
2025-06-23 23:42:00,Is Tesla a Buy or Sell as TSLA Stock Zooms on Austin Robotaxi Launch?,"Tesla launched its robotaxi service in Austin over the weekend. While the stock was initially trading only marginally higher, shares have since surged on Monday.","Tesla (TSLA) finally launched its robotaxi service in Austin yesterday, June 22, meeting the tentative date set by CEO Elon Musk. While both Musk and Tesla are not exactly known for their steadfast commitment to deadlines, it was a welcome break, especially given the fact that the project is running late by years and Musk once touted that 1 million robotaxis would be on the road by 2020..Both Tesla bulls and bears were eagerly waiting for the robotaxi launch, given how important that service is for the long-term Tesla story. The event turned out to be somewhat “uneventful” by Tesla standards in part because the service was offered on invitation only, and reports suggest that many of those who got the invite were known for their pro-Tesla views..Robotaxis, Powell and Other Key Things to Watch this Week.The 7 Signs Your Stock Is A Buyout Target.These 3 Stocks Have Been Hot in 2025. Should You Sell Them Now Before It’s Too Late?.Stop Missing Market Moves: Get the FREE Barchart Brief – your midday dose of stock movers, trending sectors, and actionable trade ideas, delivered right to your inbox. Sign Up Now!.Also, the company only offered the rides in a limited area that was carefully vetted to avoid complexity. The cars were accompanied by a “safety monitor” who did not sit in the driver’s seat, but did sit in the passenger seat..On the bullish side, the launch was held on time, there were no reports of mishaps with the rides, and it was “unsupervised” as technically there was no one at the steering wheel. For context, Tesla advises users to keep their hands on the steering wheel all the time while using its full self-driving technology (supervised) – the same technology that lays the foundation for the robotaxi. Wedbush analyst and long-time Tesla bull Dan Ives was among those who rode Tesla’s robotaxi and came back impressed, saying it exceeded his expectations..Tesla bears, too, have something to talk about, as it wasn’t “unsupervised” in a strict sense. Moreover, the company seems to have carefully vetted the initial set of passengers to avoid any negative feedback. While both Tesla bulls and bears can claim some victory after the robotaxi launch, the former camp seems to have an upper hand, which is also reflected in today’s price action..That said, by Musk’s assertion, the robotaxi service won’t move the needle for the company financially until next year. During the Q1 2025 earnings call, he “bet” that there would be “millions of Teslas operating autonomously” in the back half of 2026. Notably, Musk has previously claimed that the bulk of Tesla’s current valuation is linked to its progress on autonomy – something that long-time TSLA stock bulls would attest to.",https://finance.yahoo.com/news/tesla-buy-sell-tsla-stock-154254653.html
2025-06-23 23:41:00,ALTO Real Estate Funds Acquires Prime 24-Acre Industrial Site in Austin’s SH-130 Corridor,"DALLAS, June 23, 2025--ALTO Real Estate Funds announced the acquisition of a 24-acre industrial site in Northeast Austin’s Pflugerville submarket. The site is strategically located at the intersection of Cameron Road and SH-130—America’s fastest highway and Austin’s most critical logistics artery.","Site benefits from direct proximity to major industrial and tech giants, including Tesla, Samsung, and Apple.DALLAS, June 23, 2025--(BUSINESS WIRE)--ALTO Real Estate Funds announced the acquisition of a 24-acre industrial site in Northeast Austin’s Pflugerville submarket. The site is strategically located at the intersection of Cameron Road and SH-130—America’s fastest highway and Austin’s most critical logistics artery..This acquisition is the 6th industrial ground-up project and marks a significant milestone in ALTO’s continued expansion across the Texas logistics market. The opportunity initially surfaced in mid-2024 and evolved into a structured transaction by year-end. Over the subsequent months, ALTO worked closely with the seller to finalize a complex permitting process that had been underway for nearly two years—highlighting the long and complex entitlement timelines typical of the Austin market..With permits now secured, ALTO plans to break ground in Q3 2025 on two state-of-the-art rear-load industrial buildings, each spanning 126,000 square feet (252,000 SF total). Each facility will feature 32-foot clear heights, 130-foot truck courts, and accommodate up to four tenants per building..The project is strategically positioned within a booming tech and logistics ecosystem:.Tesla’s Giga Texas – a 10 million SF factory minutes from the site – is undergoing a $770M expansion..Samsung is investing $17B in a semiconductor fab in nearby Taylor as part of a broader $40B+ regional commitment..Apple is constructing a $1B campus in North Austin to house up to 15,000 employees..Amazon continues to expand its logistics network along SH-130..Microsoft is growing its data center and office footprint across the metro..""We’re proud to bring this well-located, permit-ready site into ALTO’s pipeline and are excited to deliver modern product in one of the fastest-growing logistics corridors in the country."" said Iman Haddad, Head of Development, who led the deal..Yaniv Melamud, Co-Founder and CEO, added:""The site's proximity to key infrastructure and global tech giants makes it a highly strategic addition to our portfolio."".About ALTO Real Estate FundsALTO Real Estate Funds focuses on investing in and developing logistics centers and open-air shopping centers in high-growth U.S. markets. Over the past 15 years, ALTO has raised approximately $560 million across four funds. To date, the Fund has acquired 79 properties totaling 15 million square feet and valued at $1.8 billion, with 50 successful exits..For more information, visit www.alto-investments.com.",https://finance.yahoo.com/news/alto-real-estate-funds-acquires-154100521.html
2025-06-23 23:30:00,Tesla Stock Climbs After Launching Exclusive Robotaxi Pilot in Austin,Tesla's Bold Robotaxi Debut in Austin Fuels Investor Hype,"June 23 - Tesla (NASDAQ:TSLA) gained nearly 8% on Monday trading after kicking off a limited robotaxi rollout in Austin, Texas, marking a bold step in its push toward full autonomy..The debut took place Sunday and is invite-only, with access granted to a select group of Tesla enthusiasts, investors, and influencers. Photos and videos of the sleek, self-driving Model Y vehicles quickly surfaced across social media..Each car is equipped with Tesla's advanced Full Self-Driving software, powered by AI and a vision-based system. Unlike rivals that rely on lidar and radar, Tesla is doubling down on its camera-only approach..Despite earlier promises of true autonomy, a Tesla employee is currently seated in the passenger side to monitor rides. The driver's seat remains empty, but the vehicles are restricted to geo-fenced neighborhoods in Austin..CEO Elon Musk confirmed fewer than a dozen cars were deployed for the soft launch. The move comes just days after Texas Governor Greg Abbott signed a law requiring autonomous vehicles to receive state permits to operate without human drivers, putting Tesla on the clock, with a deadline looming Sept. 1..The pilot feels more like a preview than a breakthrough, but it could be an early sign Tesla's long-term autonomy vision is starting to take shape..Based on the one year price targets offered by 43 analysts, the average target price for Tesla Inc is $289.30 with a high estimate of $500.00 and a low estimate of $19.05. The average target implies a downside of -10.20% from the current price of $322.16..Based on GuruFocus estimates, the estimated GF Value for Tesla Inc in one year is $267.12, suggesting a downside of -17.08% from the current price of $322.16..This article first appeared on GuruFocus.",https://finance.yahoo.com/news/tesla-stock-climbs-launching-exclusive-134337601.html
2025-06-23 23:27:00,"Tesla Whiplash: Musk’s Trump Tirade Tanked Stock, Recovery Hinted at Damage Control","On Thursday, June 5, Tesla (NASDAQ:TSLA) stock took a nosedive, dropping 14% and erasing over $150 billion in market value. The sharp decline was triggered by a public spat between TSLA CEO Elon Musk and President Trump. Musk publicly criticized the President’s proposed tax and spending legislation, cheekily called the “One Big Beautiful Bill Act.” […]","On Thursday, June 5, Tesla (NASDAQ:TSLA) stock took a nosedive, dropping 14% and erasing over $150 billion in market value. The sharp decline was triggered by a public spat between TSLA CEO Elon Musk and President Trump..Musk publicly criticized the President's proposed tax and spending legislation, cheekily called the ""One Big Beautiful Bill Act."".Among other things, the bill has implications for EV subsidies, which are vital to Tesla's business model. The bill would scale back numerous tax credits for the purchase and production of EVs, which also includes the $7,500 consumer credit. The bill would also eliminate tailpipe-emission rules that incentivize car manufacturers to electrify their up and upcoming models over the next decade..Musk, in addition to concerns over EV tax credits and personal attacks on the POTUS, also expressed concerns over the bill's ""potential to increase the national deficit by $2.5 trillion over the next 10 years."" The white house, on the other hand, has disputed the claim..POTUS, in response, threatened to cut off federal contracts with Musk's companies, including Tesla and SpaceX..""The easiest way to save money in our Budget, Billions and Billions of Dollars, is to terminate Elon's Governmental Subsidies and Contracts. I was always surprised that Biden didn't do it!"".However, by the next day, the stock rebounded over 5%, and recovered some of the lost ground. The recovery was due to the reports suggesting a potential de-escalation between Musk and Trump, although the White House later denied any scheduled call..Despite the rebound, analysts remain cautious and noted that the feud could have long-term implications for Musk's companies with the federal government, especially regarding regulatory approvals for innovations like driverless robotaxis..While we acknowledge the potential of TSLA as an investment, our conviction lies in the belief that some AI stocks hold greater promise for delivering higher returns and have limited downside risk. If you are looking for an extremely cheap AI stock that is also a major beneficiary of Trump tariffs and onshoring, see our free report on the best short-term AI stock..READ NEXT: The Best and Worst Dow Stocks for the Next 12 Months and 10 Unstoppable Stocks That Could Double Your Money..Disclosure: None.",https://finance.yahoo.com/news/tesla-whiplash-musk-trump-tirade-152756991.html
2025-06-24 00:22:00,Stocks Climb on Strong US Economic Reports and Dovish Fed Comments,"The S&P 500 Index ($SPX ) (SPY ) today is up +0.43%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.20%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) is up +0.60%. September E-mini S&P futures (ESU25 ) are up +0.50%, and September E-mini Nasdaq futures...","The S&P 500 Index ($SPX) (SPY) today is up +0.43%, the Dow Jones Industrials Index ($DOWI) (DIA) is up +0.20%, and the Nasdaq 100 Index ($IUXX) (QQQ) is up +0.60%.  September E-mini S&P futures (ESU25) are up +0.50%, and September E-mini Nasdaq futures (NQU25) are up +0.70%..Stock indexes today are moving higher on speculation that Iran’s response to the US bombing of its nuclear sites is unlikely to significantly disrupt oil supplies from the Middle East.  WTI crude oil prices gave up early gains and dropped into negative territory, falling back from an overnight surge of more than +6% in the initial reaction to the US strike on Iran’s nuclear facilities..Stock indexes extended their gains today on better-than-expected US economic reports on Jun S&P manufacturing PMI and May existing home sales.  Also, the 10-year T-note yield fell to a 1-week low today to give stocks a boost after Fed Governor Bowman said she favored a Fed rate cut at next month’s FOMC meeting.  The 10-year T-note yield is down -5 bp to 4.33%.The June S&P US manufacturing PMI was unchanged at 52.0, stronger than expectations of a decline to 51.0..US May existing home sales unexpectedly rose +0.8% m/m to 4.03 million versus expectations of a -1.3% m/m decline to 3.95 million..Fed Governor Bowman said, “Should inflation pressures remain constrained, I would support lowering the fed funds policy rate as soon as our next meeting in order to bring it closer to its neutral setting and to sustain a healthy labor market.”.Stocks are being undercut by concern that the US strikes over the weekend on Iran’s nuclear facilities could lead to an escalation of the Israel-Iran conflict.  Iran vowed retaliation and kept up attacks on Israel today, while Israeli forces kept up strikes on Iranian military sites and airports.  Iran’s army command said the US has directly entered into war and should await “severe consequences” and that the Iranian army is “now free to take any action” against US interests.  President Trump said he would respond with “far greater” force to any Iranian retaliation on US assets..So far, Iran has not tried to close the vital Strait of Hormuz, which handles about 20% of the world’s daily crude shipments and also 20% of the world’s LNG shipments. However, Iran’s parliament on Sunday called for the closure of the strait, although that cannot happen without approval from Supreme Leader Khamenei.  Energy research firm Kpler Ltd. said, “If Iran blocks the Strait of Hormuz, even for one day, oil can temporarily hit $120 to $150 a barrel, and if it attacks major oil production or export facilities in neighboring countries, it may drive up prices higher for longer.”",https://finance.yahoo.com/news/stocks-climb-strong-us-economic-152220517.html
2025-06-23 22:13:00,Why Is Tesla (TSLA) Stock Rocketing Higher Today,"Shares of electric vehicle pioneer Tesla (NASDAQ:TSLA) jumped 7.6% in the morning session after the company launched its highly anticipated robotaxi service in Austin, Texas, impressing Wall Street.","Shares of electric vehicle pioneer Tesla (NASDAQ:TSLA) jumped 7.6% in the morning session after the company launched its highly anticipated robotaxi service in Austin, Texas, impressing Wall Street..The initial rollout was limited in scale, targeting a select group of investors and social media influencers. Despite its small scope, the launch reignited investor excitement about the company's potential to generate significant revenue from self-driving technology, signaling a shift in focus beyond its core electric vehicle business..Wedbush analyst Dan Ives, who took two 15-minute rides, described the experience as ""comfortable,"" ""safe,"" and ""personalized."" Ives, who maintained a Buy rating on Tesla with a $500 price target, called the event ""the beginning of Tesla's AI story.""..The shares closed the day at $348.63, up 8.2% from previous close..Is now the time to buy Tesla? Access our full analysis report here, it’s free..Tesla’s shares are extremely volatile and have had 133 moves greater than 2.5% over the last year. In that context, today’s move indicates the market considers this news meaningful but not something that would fundamentally change its perception of the business..The previous big move we wrote about was 13 days ago when the stock gained 3.5% as tension between CEO Elon Musk and President Donald Trump continued to cool off..This de-escalation was a major relief for investors who had been worried about the potential negative impacts on Tesla's business, particularly regarding government contracts or regulatory scrutiny..Also, there was growing optimism about Tesla's launch of its robotaxi service..Tesla is down 7.9% since the beginning of the year, and at $349.25 per share, it is trading 27.2% below its 52-week high of $479.86 from December 2024. Investors who bought $1,000 worth of Tesla’s shares 5 years ago would now be looking at an investment worth $5,231..Here at StockStory, we certainly understand the potential of thematic investing. Diverse winners from Microsoft (MSFT) to Alphabet (GOOG), Coca-Cola (KO) to Monster Beverage (MNST) could all have been identified as promising growth stories with a megatrend driving the growth. So, in that spirit, we’ve identified a relatively under-the-radar profitable growth stock benefiting from the rise of AI, available to you FREE via this link.",https://finance.yahoo.com/news/why-tesla-tsla-stock-rocketing-151345225.html
2025-06-23 22:57:00,"Tesla shares soar after first robotaxi test rides hit the road in Austin, Texas","(Reuters) -Tesla shares jumped over 9% on Monday after the electric-vehicle maker started testing its long-awaited robotaxi service, a key step toward proving the technology that CEO Elon Musk has for years touted as a crucial driver of its lofty valuation.  The automaker deployed a small fleet of self-driving taxis in Austin, Texas, on Sunday, marking the first time its cars have carried paying passengers without human drivers.  The trial's success is crucial for Tesla as Musk has pivoted the company to self-driving cars and robots, shelving plans for mass-market dominance in the EV space as Chinese competition heats up and demand slows for its aging line-up of models.","By Aditya Soni.(Reuters) -Tesla shares jumped over 9% on Monday after the electric-vehicle maker started testing its long-awaited robotaxi service, a key step toward proving the technology that CEO Elon Musk has for years touted as a crucial driver of its lofty valuation..The automaker deployed a small fleet of self-driving taxis in Austin, Texas, on Sunday, marking the first time its cars have carried paying passengers without human drivers. The rides were being offered for a flat fee of $4.20 in a limited zone..The trial's success is crucial for Tesla as Musk has pivoted the company to self-driving cars and robots, shelving plans for mass-market dominance in the EV space as Chinese competition heats up and demand slows for its aging line-up of models..Tesla told U.S. regulators on Monday that its answers on the safety of the robotaxi deployment are confidential business information and should not be made public, after the National Highway Traffic Safety Administration said it was reviewing answers given in response to its questions about the safety of the robotaxi in poor weather among numerous issues..""It was a comfortable, safe, and personalized experience,"" said Wedbush Securities analyst Dan Ives, who took multiple robotaxi rides on Sunday and has long been a Tesla bull..""There was a moment where we drove up a narrow road going up a hill with cars parked on both sides with oncoming traffic and people opening their car doors into the road and the robotaxi masterfully maneuvered with patience and safety."".Many social-media influencers also posted videos of their first rides on X, showing the cars navigating busy city streets by slowing down and making room for incoming traffic..Still, the tightly controlled trial - with about 10 vehicles and front-seat riders acting as ""safety monitors"" - is just the first step in what could be a years-long process of scaling up the service, according to some industry experts..Tesla, as well as rivals including Google-backed Waymo, have faced federal investigations and recalls following collisions..Industry experts have questioned the efficacy of Tesla's self-driving technology that depends mostly on cameras and AI, without redundant sensors such as lidar and radar, claiming fog, heavy rain and glaring sunlight can hamper safety..The company will also have to navigate a new Texas law taking effect September 1 that requires a state permit for self-driving vehicles and reflects bipartisan calls for a cautious roll-out..If Monday's gains hold, Tesla - the world's most valuable automaker - will add nearly $100 billion to its market value of about $1 trillion. The stock has declined about 12% so far this year, dragged down by concerns about demand and brand damage from Musk's embrace of right-wing politics in Europe and support for U.S. President Donald Trump.",https://finance.yahoo.com/news/tesla-shares-soar-first-robotaxi-145744251.html
2025-06-23 22:54:00,"Tesla, Inc. (TSLA): A Bear Case Theory","We came across a bearish thesis on Tesla, Inc. on High Growth Investing’s Substack by Stefan Waldhauser. In this article, we will summarize the bears’ thesis on TSLA. Tesla, Inc.’s share was trading at $322.16 as of June 20th. TSLA’s trailing and forward P/E were 184.09 and 166.67, respectively, according to Yahoo Finance. Tesla’s Q1 2025 earnings […]","We came across a bearish thesis on Tesla, Inc. on High Growth Investing’s Substack by Stefan Waldhauser. In this article, we will summarize the bears’ thesis on TSLA. Tesla, Inc.'s share was trading at $322.16 as of June 20th. TSLA’s trailing and forward P/E were 184.09 and 166.67, respectively, according to Yahoo Finance..A modern electric vehicle charging at an electric car station..Tesla’s Q1 2025 earnings report confirmed deep operational challenges, with revenue from its core electric vehicle business plunging 20% year-over-year and falling below 2023 levels. Operating income dropped by two-thirds, with the auto segment slipping into the red. Management has withheld forward guidance, citing uncertainties and transitional disruptions, including a Model Y production shift..Despite these bleak figures, Tesla’s stock has continued its meteoric rise, up 70% from a year ago, driven by investor faith in Elon Musk’s bold AI ambitions. Musk, pledging reduced political engagement and increased CEO focus, maintains Tesla should be viewed not as a carmaker but as a future leader in AI, robotaxis, and humanoid robotics. Tesla plans to launch a limited robotaxi trial in Austin by June with a small fleet of Model Ys aided by remote operators—an approach that resembles Waymo’s model but sans LIDAR, relying solely on cameras and AI..While Musk insists this is scalable, critics argue it's overly ambitious. Optimus, Tesla’s humanoid robot, is another linchpin in Musk’s vision, with plans for thousands in production by 2025 and over a million sold annually by 2030. However, component export restrictions and regulatory concerns cloud that timeline..Meanwhile, Tesla’s booming energy storage business grew 67% in Q1, though future tariffs may impact it. Valued at $800 billion, Tesla’s stock reflects massive belief in unproven technologies, with its traditional auto business possibly justifying 10% of that figure. Skeptics now expect full-year losses, and short positions are growing. Yet, Musk’s unpredictability means anything—from flying cybercabs to MAGA drones—could reshape the narrative again..Previously we covered a bearish thesis on Tesla, Inc. by Stefan Waldhauser in February 2025, which highlighted brand erosion, internal talent issues, and overreliance on speculative AI promises. The company’s stock price has depreciated approximately by 5% since our coverage. This is because the thesis partially played out as fundamentals weakened but speculative investor belief held firm. Stefan Waldhauser shares an identical view but emphasizes on concrete earnings deterioration and rising operational losses.",https://finance.yahoo.com/news/tesla-inc-tsla-bear-case-145406385.html
